my friend showed your dad 's cousin 's doctor 's dentist 's husband 's friend 's dentist 's mom the box .	my friend dropped your dad 's cousin 's doctor 's dentist 's husband 's friend 's dentist 's mom the box .
my friend sent your brother 's grandmother 's grandmother 's dentist 's brother 's cousin 's friend 's friend the book .	my friend kept your brother 's grandmother 's grandmother 's dentist 's brother 's cousin 's friend 's friend the book .
my boss gave your sister 's wife 's father 's mother 's wife 's teacher 's daughter 's teacher the bag .	my boss cleaned your sister 's wife 's father 's mother 's wife 's teacher 's daughter 's teacher the bag .
the doctor sent my father 's doctor 's grandmother 's father 's mom 's dentist 's husband 's friend the plate .	the doctor kept my father 's doctor 's grandmother 's father 's mom 's dentist 's husband 's friend the plate .
Amelia showed my mom 's cousin 's dad 's dad 's boss 's boss 's sister 's father the toy .	Amelia held my mom 's cousin 's dad 's dad 's boss 's boss 's sister 's father the toy .
my teacher showed my dentist 's mother 's mother 's friend 's son 's wife 's brother 's mom the rocket .	my teacher lost my dentist 's mother 's mother 's friend 's son 's wife 's brother 's mom the rocket .
Sandra bought your brother 's sister 's boss 's sister 's father 's dentist 's dentist 's husband the dish .	Sandra held your brother 's sister 's boss 's sister 's father 's dentist 's dentist 's husband the dish .
the child bought my father 's mother 's boss 's cousin 's sister 's mom 's wife 's sister the bed .	the child moved my father 's mother 's boss 's cousin 's sister 's mom 's wife 's sister the bed .
the person sent your grandmother 's mother 's dad 's son 's daughter 's friend 's mom 's cousin the button .	the person kept your grandmother 's mother 's dad 's son 's daughter 's friend 's mom 's cousin the button .
Adam bought your teacher 's mom 's teacher 's brother 's grandmother 's doctor 's doctor 's boss the ring .	Adam shook your teacher 's mom 's teacher 's brother 's grandmother 's doctor 's doctor 's boss the ring .
Jane showed your dentist 's husband 's friend 's mom 's brother 's boss 's dad 's daughter the car .	Jane shook your dentist 's husband 's friend 's mom 's brother 's boss 's dad 's daughter the car .
my dentist sent your son 's doctor 's doctor 's sister 's sister 's dentist 's cousin 's doctor the bed .	my dentist shook your son 's doctor 's doctor 's sister 's sister 's dentist 's cousin 's doctor the bed .
my doctor sent my teacher 's boss 's doctor 's father 's dentist 's teacher 's mom 's mom the rug .	my doctor moved my teacher 's boss 's doctor 's father 's dentist 's teacher 's mom 's mom the rug .
the teacher gave your doctor 's boss 's grandmother 's wife 's son 's cousin 's friend 's daughter the shoe .	the teacher lost your doctor 's boss 's grandmother 's wife 's son 's cousin 's friend 's daughter the shoe .
the teacher showed your daughter 's dad 's father 's son 's friend 's grandmother 's doctor 's boss the spoon .	the teacher held your daughter 's dad 's father 's son 's friend 's grandmother 's doctor 's boss the spoon .
the driver showed my cousin 's teacher 's doctor 's dentist 's dad 's mother 's grandmother 's teacher the toy .	the driver dropped my cousin 's teacher 's doctor 's dentist 's dad 's mother 's grandmother 's teacher the toy .
the child gave my wife 's son 's friend 's doctor 's boss 's mom 's sister 's dentist the shirt .	the child dropped my wife 's son 's friend 's doctor 's boss 's mom 's sister 's dentist the shirt .
Guy bought your dad 's father 's cousin 's friend 's mother 's dad 's sister 's sister the spoon .	Guy dropped your dad 's father 's cousin 's friend 's mother 's dad 's sister 's sister the spoon .
your teacher sent your dad 's husband 's father 's wife 's doctor 's father 's doctor 's cousin the car .	your teacher cleaned your dad 's husband 's father 's wife 's doctor 's father 's doctor 's cousin the car .
Amy gave your father 's cousin 's mother 's dentist 's son 's daughter 's wife 's grandmother the plate .	Amy shook your father 's cousin 's mother 's dentist 's son 's daughter 's wife 's grandmother the plate .
your boss sent my husband 's friend 's sister 's teacher 's brother 's sister 's brother 's cousin the fork .	your boss shook my husband 's friend 's sister 's teacher 's brother 's sister 's brother 's cousin the fork .
the driver bought my boss 's boss 's cousin 's cousin 's mother 's daughter 's dad 's grandmother the door .	the driver moved my boss 's boss 's cousin 's cousin 's mother 's daughter 's dad 's grandmother the door .
