the rocket sitting on the couch by the book on the floor on the ground in the school by the cup in the restaurant on the stool is friendly .	the rocket sits on the couch by the book on the floor on the ground in the school by the cup in the restaurant on the stool is friendly .
the rocket sitting on the table on the floor in the restaurant on the floor by the bottle by the crayon in the library in the school is smart .	the rocket sits on the table on the floor in the restaurant on the floor by the bottle by the crayon in the library in the school is smart .
the crayon sitting in the mall in the museum by the couch on the couch in the restaurant in the museum in the restaurant on the bed is sleepy .	the crayon sits in the mall in the museum by the couch on the couch in the restaurant in the museum in the restaurant on the bed is sleepy .
the shirt sitting on the chair on the ground on the table on the bed in the kitchen in the park in the park on the ground is angry .	the shirt sits on the chair on the ground on the table on the bed in the kitchen in the park in the park on the ground is angry .
the spoon sitting by the book on the stool on the ground in the library on the floor on the stool by the mirror on the ground is clever .	the spoon sits by the book on the stool on the ground in the library on the floor on the stool by the mirror on the ground is clever .
the couch sitting on the couch on the street on the chair by the toy on the couch on the street in the hospital on the street is happy .	the couch sits on the couch on the street on the chair by the toy on the couch on the street in the hospital on the street is happy .
the fork sitting on the floor by the shoe by the ring on the floor on the couch on the couch by the bicycle by the book is tall .	the fork sits on the floor by the shoe by the ring on the floor on the couch on the couch by the bicycle by the book is tall .
the window sitting by the fork on the bed in the school on the street on the ground on the street in the school on the floor is curious .	the window sits by the fork on the bed in the school on the street on the ground on the street in the school on the floor is curious .
the fork sitting on the street by the window in the mall in the bank by the shoe in the school by the candle in the kitchen is boring .	the fork sits on the street by the window in the mall in the bank by the shoe in the school by the candle in the kitchen is boring .
the glass sitting on the stool on the ground on the chair in the kitchen by the plate in the museum by the book on the table is wrong .	the glass sits on the stool on the ground on the chair in the kitchen by the plate in the museum by the book on the table is wrong .
the window sitting by the plane in the museum on the bed by the glass by the bag on the table by the toy in the library is happy .	the window sits by the plane in the museum on the bed by the glass by the bag on the table by the toy in the library is happy .
the window sitting on the floor on the couch on the table by the spoon in the kitchen on the stool on the couch in the hospital is angry .	the window sits on the floor on the couch on the table by the spoon in the kitchen on the stool on the couch in the hospital is angry .
