the bicycle in the museum on the ground in the museum in the bank on the bed in the kitchen in the school by the bed by the rug is yellow .	the bicycle was in the museum on the ground in the museum in the bank on the bed in the kitchen in the school by the bed by the rug is yellow .
the spoon on the stool in the hospital by the bicycle in the museum by the rocket by the rug on the street in the room on the table is broken .	the spoon was on the stool in the hospital by the bicycle in the museum by the rocket by the rug on the street in the room on the table is broken .
the rocket on the chair by the book on the floor on the street on the floor on the chair on the floor by the book on the street was great .	the rocket is on the chair by the book on the floor on the street on the floor on the chair on the floor by the book on the street was great .
the dish in the library in the bank in the school on the ground by the box in the room in the room in the library by the toy is gray .	the dish was in the library in the bank in the school on the ground by the box in the room in the room in the library by the toy is gray .
the car by the picture by the window on the ground on the chair on the street on the stool by the boat by the chair on the floor was green .	the car is by the picture by the window on the ground on the chair on the street on the stool by the boat by the chair on the floor was green .
the button in the kitchen on the stool on the ground on the chair in the school by the chair by the spoon in the kitchen in the library was blue .	the button is in the kitchen on the stool on the ground on the chair in the school by the chair by the spoon in the kitchen in the library was blue .
the crayon on the street on the bed on the stool on the ground by the ship on the bed on the street on the floor by the picture is expensive .	the crayon was on the street on the bed on the stool on the ground by the ship on the bed on the street on the floor by the picture is expensive .
the cup by the ship by the book in the kitchen on the chair by the book by the rug by the crayon in the library on the ground was cool .	the cup is by the ship by the book in the kitchen on the chair by the book by the rug by the crayon in the library on the ground was cool .
the chair on the couch by the book on the table on the floor by the door on the stool by the book in the school by the fork is old .	the chair was on the couch by the book on the table on the floor by the door on the stool by the book in the school by the fork is old .
the spoon in the kitchen on the stool in the library on the table in the kitchen by the crayon by the doll on the floor on the ground is awesome .	the spoon was in the kitchen on the stool in the library on the table in the kitchen by the crayon by the doll on the floor on the ground is awesome .
the boat by the bottle in the hospital on the table on the bed by the ship in the hospital by the candle in the hospital by the car is purple .	the boat was by the bottle in the hospital on the table on the bed by the ship in the hospital by the candle in the hospital by the car is purple .
the shoe on the bed on the table in the mall in the museum on the chair on the table on the stool on the couch on the street was awesome .	the shoe is on the bed on the table in the mall in the museum on the chair on the table on the stool on the couch on the street was awesome .
the door on the table on the floor on the couch in the museum in the kitchen in the room by the picture in the room by the bowl is fine .	the door was on the table on the floor on the couch in the museum in the kitchen in the room by the picture in the room by the bowl is fine .
the mirror by the shirt by the boat on the ground in the kitchen by the book in the hospital in the bank in the bank by the book is amazing .	the mirror was by the shirt by the boat on the ground in the kitchen by the book in the hospital in the bank in the bank by the book is amazing .
the couch in the park in the hospital on the floor by the plane on the stool in the school on the couch in the kitchen in the bank is small .	the couch was in the park in the hospital on the floor by the plane on the stool in the school on the couch in the kitchen in the bank is small .
the boat by the spoon in the mall by the shoe by the truck in the kitchen in the library on the ground in the museum on the ground was expensive .	the boat is by the spoon in the mall by the shoe by the truck in the kitchen in the library on the ground in the museum on the ground was expensive .
the chair by the fork on the table in the hospital by the button on the couch in the bank on the table in the library by the door is black .	the chair was by the fork on the table in the hospital by the button on the couch in the bank on the table in the library by the door is black .
the shirt on the stool on the floor in the school on the street by the bed on the floor in the room by the candle by the hat is black .	the shirt was on the stool on the floor in the school on the street by the bed on the floor in the room by the candle by the hat is black .
