Leslie knows that my son 's wife 's son 's dad 's mother 's sister 's daughter 's mom 's doctor 's mother is bored .	Leslie talks to my son 's wife 's son 's dad 's mother 's sister 's daughter 's mom 's doctor 's mother is bored .
the teacher thinks that my son 's wife 's doctor 's husband 's friend 's doctor 's son 's doctor 's boss 's friend is strong .	the teacher talks to my son 's wife 's doctor 's husband 's friend 's doctor 's son 's doctor 's boss 's friend is strong .
Mark knows that your doctor 's father 's dad 's wife 's dentist 's mom 's wife 's wife 's father 's wife 's grandmother is upset .	Mark talks to your doctor 's father 's dad 's wife 's dentist 's mom 's wife 's wife 's father 's wife 's grandmother is upset .
your teacher thinks that your dad 's grandmother 's doctor 's dentist 's sister 's cousin 's teacher 's sister 's wife 's mother is upset .	your teacher works with your dad 's grandmother 's doctor 's dentist 's sister 's cousin 's teacher 's sister 's wife 's mother is upset .
your cousin says that your wife 's boss 's father 's wife 's dentist 's doctor 's sister 's teacher 's daughter 's son is angry .	your cousin talks to your wife 's boss 's father 's wife 's dentist 's doctor 's sister 's teacher 's daughter 's son is angry .
Steve knows that your daughter 's husband 's dad 's father 's dentist 's mom 's husband 's friend 's son is angry .	Steve works with your daughter 's husband 's dad 's father 's dentist 's mom 's husband 's friend 's son is angry .
Liam knows that my daughter 's mom 's father 's daughter 's daughter 's friend 's husband 's dentist 's dad is careful .	Liam talks to my daughter 's mom 's father 's daughter 's daughter 's friend 's husband 's dentist 's dad is careful .
the doctor thinks that your sister 's doctor 's wife 's father 's boss 's cousin 's brother 's boss 's daughter is tired .	the doctor talks to your sister 's doctor 's wife 's father 's boss 's cousin 's brother 's boss 's daughter is tired .
the adult knows that my boss 's father 's boss 's sister 's husband 's friend 's mother 's mother is hungry .	the adult scares my boss 's father 's boss 's sister 's husband 's friend 's mother 's mother is hungry .
the doctor says that your mom 's friend 's daughter 's mother 's son 's grandmother 's daughter 's friend 's father 's boss is gentle .	the doctor scares your mom 's friend 's daughter 's mother 's son 's grandmother 's daughter 's friend 's father 's boss is gentle .
Joseph thinks that your teacher 's doctor 's grandmother 's friend 's son 's sister 's son 's brother 's teacher is curious .	Joseph talks to your teacher 's doctor 's grandmother 's friend 's son 's sister 's son 's brother 's teacher is curious .
the teacher says that your cousin 's husband 's brother 's wife 's father 's father 's brother 's father 's wife 's cousin is strong .	the teacher works with your cousin 's husband 's brother 's wife 's father 's father 's brother 's father 's wife 's cousin is strong .
Vanessa knows that your friend 's dad 's doctor 's cousin 's daughter 's doctor 's son 's dad 's wife is lucky .	Vanessa works with your friend 's dad 's doctor 's cousin 's daughter 's doctor 's son 's dad 's wife is lucky .
the driver thinks that my grandmother 's wife 's grandmother 's dad 's mother 's father 's wife 's daughter 's mother 's son is boring .	the driver talks to my grandmother 's wife 's grandmother 's dad 's mother 's father 's wife 's daughter 's mother 's son is boring .
the child knows that my daughter 's brother 's daughter 's mother 's father 's son 's sister 's wife 's son 's sister 's friend is lucky .	the child works with my daughter 's brother 's daughter 's mother 's father 's son 's sister 's wife 's son 's sister 's friend is lucky .
the dancer says that your friend 's son 's father 's dad 's husband 's dentist 's grandmother 's teacher 's wife 's boss 's teacher is boring .	the dancer works with your friend 's son 's father 's dad 's husband 's dentist 's grandmother 's teacher 's wife 's boss 's teacher is boring .
my teacher thinks that your wife 's teacher 's brother 's son 's son 's husband 's boss 's wife 's son 's dad is helpful .	my teacher talks to your wife 's teacher 's brother 's son 's son 's husband 's boss 's wife 's son 's dad is helpful .
your dentist knows that my mom 's mom 's grandmother 's mother 's son 's son 's mother 's cousin 's wife is happy .	your dentist scares my mom 's mom 's grandmother 's mother 's son 's son 's mother 's cousin 's wife is happy .
the customer thinks that your father 's daughter 's sister 's sister 's dad 's sister 's friend 's dentist 's sister 's sister 's cousin is helpful .	the customer scares your father 's daughter 's sister 's sister 's dad 's sister 's friend 's dentist 's sister 's sister 's cousin is helpful .
Janet knows that your son 's mom 's dentist 's mother 's grandmother 's teacher 's grandmother 's teacher 's dentist is careful .	Janet helps your son 's mom 's dentist 's mother 's grandmother 's teacher 's grandmother 's teacher 's dentist is careful .
Renee says that your cousin 's dad 's dad 's doctor 's dad 's father 's boss 's teacher is happy .	Renee works with your cousin 's dad 's dad 's doctor 's dad 's father 's boss 's teacher is happy .
Karen knows that my father 's mother 's husband 's dad 's sister 's father 's dad 's wife 's boss 's dad is sleepy .	Karen works with my father 's mother 's husband 's dad 's sister 's father 's dad 's wife 's boss 's dad is sleepy .
my friend says that my wife 's grandmother 's doctor 's dad 's dentist 's mother 's dad 's dentist 's mother 's mother 's mom is wrong .	my friend scares my wife 's grandmother 's doctor 's dad 's dentist 's mother 's dad 's dentist 's mother 's mother 's mom is wrong .
your doctor knows that your grandmother 's friend 's dad 's grandmother 's daughter 's father 's dad 's friend 's wife 's mother 's son is angry .	your doctor works with your grandmother 's friend 's dad 's grandmother 's daughter 's father 's dad 's friend 's wife 's mother 's son is angry .
the dancer knows that my boss 's sister 's mother 's boss 's husband 's father 's grandmother 's dentist 's mom is kind .	the dancer works with my boss 's sister 's mother 's boss 's husband 's father 's grandmother 's dentist 's mom is kind .
your cousin knows that your mother 's cousin 's dad 's brother 's cousin 's sister 's boss 's father is lucky .	your cousin talks to your mother 's cousin 's dad 's brother 's cousin 's sister 's boss 's father is lucky .
Vanessa knows that your son 's friend 's father 's father 's wife 's teacher 's grandmother 's brother 's mom 's daughter is lucky .	Vanessa works with your son 's friend 's father 's father 's wife 's teacher 's grandmother 's brother 's mom 's daughter is lucky .
the person knows that your dad 's teacher 's father 's friend 's dentist 's dad 's cousin 's teacher is upset .	the person helps your dad 's teacher 's father 's friend 's dentist 's dad 's cousin 's teacher is upset .
Alexander says that my brother 's doctor 's husband 's dad 's husband 's dad 's father 's brother 's husband is confused .	Alexander helps my brother 's doctor 's husband 's dad 's husband 's dad 's father 's brother 's husband is confused .
the patient says that your cousin 's dad 's cousin 's friend 's son 's dentist 's brother 's father 's boss 's friend is careful .	the patient scares your cousin 's dad 's cousin 's friend 's son 's dentist 's brother 's father 's boss 's friend is careful .
your boss knows that my father 's dad 's daughter 's teacher 's mom 's sister 's daughter 's dentist is busy .	your boss helps my father 's dad 's daughter 's teacher 's mom 's sister 's daughter 's dentist is busy .
your dentist says that my friend 's doctor 's mom 's boss 's brother 's cousin 's mom 's daughter is strong .	your dentist helps my friend 's doctor 's mom 's boss 's brother 's cousin 's mom 's daughter is strong .
the driver knows that my mother 's dentist 's dentist 's sister 's husband 's wife 's doctor 's boss is nice .	the driver helps my mother 's dentist 's dentist 's sister 's husband 's wife 's doctor 's boss is nice .
the dancer knows that my boss 's dentist 's cousin 's father 's daughter 's grandmother 's mother 's father 's mother 's mom is confused .	the dancer talks to my boss 's dentist 's cousin 's father 's daughter 's grandmother 's mother 's father 's mother 's mom is confused .
your cousin knows that your sister 's dentist 's teacher 's daughter 's boss 's dad 's husband 's son 's doctor is bored .	your cousin works with your sister 's dentist 's teacher 's daughter 's boss 's dad 's husband 's son 's doctor is bored .
your dentist says that my cousin 's grandmother 's daughter 's teacher 's dentist 's boss 's husband 's grandmother is confused .	your dentist helps my cousin 's grandmother 's daughter 's teacher 's dentist 's boss 's husband 's grandmother is confused .
the teacher says that your father 's dentist 's father 's husband 's mom 's mom 's grandmother 's boss 's mom is hungry .	the teacher talks to your father 's dentist 's father 's husband 's mom 's mom 's grandmother 's boss 's mom is hungry .
the child says that your teacher 's grandmother 's daughter 's son 's brother 's teacher 's boss 's son 's boss 's mom 's teacher is quiet .	the child works with your teacher 's grandmother 's daughter 's son 's brother 's teacher 's boss 's son 's boss 's mom 's teacher is quiet .
your dentist knows that my dad 's boss 's mom 's dentist 's cousin 's mom 's grandmother 's dentist 's mother 's father is angry .	your dentist helps my dad 's boss 's mom 's dentist 's cousin 's mom 's grandmother 's dentist 's mother 's father is angry .
